"county","observation_count","locality_type","latitude","longitude","observation_date","time_observations_started","protocol_type","duration_minutes","effort_distance_km","number_observers","year","month","day","season","time_of_day"
"New York",3,"H",40.7536729,-73.9832322,2022-03-04,"14:05:00","Traveling",27,1.297,2,2022,3,4,"Spring","Afternoon"
"Suffolk",1,"H",40.7754935,-72.8810839,2023-11-23,"07:57:00","Traveling",127,7.399,1,2023,11,23,"Fall","Morning"
"Suffolk",1,"H",40.9836584,-72.5892251,2024-01-18,"11:55:00","Traveling",186,6.367,1,2024,1,18,"Winter","Morning"
"Suffolk",2,"H",40.7617621,-72.9062805,2024-01-23,"11:05:00","Traveling",95,2.603,1,2024,1,23,"Winter","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2019-03-14,"12:38:00","Traveling",68,1.304,2,2019,3,14,"Spring","Afternoon"
"Ulster",4,"P",41.8823294,-74.2446703,2020-07-15,"11:53:00","Traveling",127,2.945,5,2020,7,15,"Summer","Morning"
"Ulster",1,"P",41.8823294,-74.2446703,2020-07-25,"17:07:00","Traveling",67,3.653,2,2020,7,25,"Summer","Evening"
"Kings",6,"H",40.5923453,-73.8914328,2021-03-20,"17:51:00","Traveling",122,4.345,5,2021,3,20,"Spring","Evening"
"New York",1,"H",40.7536729,-73.9832322,2023-03-12,"09:16:00","Traveling",47,1.851,2,2023,3,12,"Spring","Morning"
"Kings",1,"H",40.6980005,-73.9982885,2023-04-02,"09:19:00","Traveling",152,2.977,2,2023,4,2,"Spring","Morning"
"Schoharie",1,"H",42.6641443,-74.4461467,2020-10-17,"12:05:00","Traveling",45,2.591,2,2020,10,17,"Fall","Afternoon"
"Nassau",2,"P",40.7762193,-73.6884141,2019-01-01,"05:05:00","Traveling",540,9.656,1,2019,1,1,"Winter","Morning"
"Westchester",1,"H",41.1871668,-73.8891219,2019-03-04,"17:58:00","Traveling",7,0.305,2,2019,3,4,"Spring","Evening"
"Suffolk",1,"H",40.9118667,-73.1454921,2019-03-06,"18:05:00","Stationary",35,NA,7,2019,3,6,"Spring","Evening"
"New York",1,"H",40.796089,-73.9558947,2019-03-09,"14:18:00","Traveling",77,2.555,2,2019,3,9,"Spring","Afternoon"
"Queens",3,"H",40.6061334,-73.7788582,2019-03-09,"05:32:00","Traveling",86,5.318,2,2019,3,9,"Spring","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-12,"07:45:00","Traveling",90,3.219,2,2019,3,12,"Spring","Morning"
"Suffolk",2,"H",40.9118667,-73.1454921,2019-03-13,"18:50:00","Stationary",55,NA,6,2019,3,13,"Spring","Evening"
"Tompkins",5,"H",42.4976053,-76.4600587,2019-03-14,"19:18:00","Traveling",26,1.674,2,2019,3,14,"Spring","Evening"
"Tompkins",2,"H",42.5066218,-76.3754458,2019-03-14,"19:07:00","Traveling",45,1.95,2,2019,3,14,"Spring","Evening"
"Tompkins",6,"H",42.4976053,-76.4600587,2019-03-15,"19:11:00","Traveling",26,1.502,9,2019,3,15,"Spring","Evening"
"Tompkins",10,"H",42.4959541,-76.4513443,2019-03-15,"19:31:00","Traveling",19,0.825,4,2019,3,15,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-16,"08:03:00","Traveling",238,7.059,6,2019,3,16,"Spring","Morning"
"New York",1,"H",40.7536729,-73.9832322,2019-03-15,"08:20:00","Stationary",40,NA,2,2019,3,15,"Spring","Morning"
"Kings",1,"H",40.5923453,-73.8914328,2019-03-16,"06:28:00","Traveling",185,4.828,2,2019,3,16,"Spring","Morning"
"Tompkins",4,"H",42.4976053,-76.4600587,2019-03-16,"19:35:00","Traveling",10,1.609,3,2019,3,16,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-16,"06:36:00","Traveling",270,4.023,3,2019,3,16,"Spring","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2019-03-16,"12:53:00","Traveling",134,3.219,2,2019,3,16,"Spring","Afternoon"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-17,"12:41:00","Traveling",169,4.667,2,2019,3,17,"Spring","Afternoon"
"Seneca",3,"P",42.5708465,-76.7621084,2019-03-17,"19:37:00","Traveling",10,1.207,5,2019,3,17,"Spring","Evening"
"Tompkins",8,"P",42.494458,-76.451156,2019-03-17,"19:46:00","Stationary",20,NA,2,2019,3,17,"Spring","Evening"
"New York",1,"H",40.7715482,-73.9724819,2019-03-15,"09:10:00","Traveling",149,2.62,13,2019,3,15,"Spring","Morning"
"New York",2,"H",40.7536729,-73.9832322,2019-03-19,"15:45:00","Traveling",30,0.805,2,2019,3,19,"Spring","Afternoon"
"Onondaga",2,"H",43.198162,-76.317002,2019-03-19,"19:15:00","Stationary",33,NA,2,2019,3,19,"Spring","Evening"
"Westchester",5,"H",41.1871668,-73.8891219,2019-03-19,"18:30:00","Traveling",78,0.595,2,2019,3,19,"Spring","Evening"
"Tompkins",1,"H",42.4959541,-76.4513443,2019-03-20,"19:35:00","Stationary",24,NA,2,2019,3,20,"Spring","Evening"
"Suffolk",2,"H",40.8574672,-73.4535553,2019-03-20,"18:45:00","Stationary",60,NA,2,2019,3,20,"Spring","Evening"
"Sullivan",4,"H",41.5384264,-74.5156422,2019-03-20,"18:08:00","Traveling",97,4.828,2,2019,3,20,"Spring","Evening"
"Ulster",5,"H",41.6341667,-74.2083282,2019-03-20,"18:07:00","Traveling",95,1.262,21,2019,3,20,"Spring","Evening"
"Kings",2,"H",40.6523083,-73.9904281,2019-03-23,"08:21:00","Traveling",149,4.828,3,2019,3,23,"Spring","Morning"
"Jefferson",1,"H",44.0281523,-76.2971941,2019-03-23,"19:39:00","Traveling",10,0.402,2,2019,3,23,"Spring","Evening"
"Chautauqua",2,"H",42.4926018,-79.2730884,2019-03-23,"19:35:00","Stationary",20,NA,2,2019,3,23,"Spring","Evening"
"New York",1,"H",40.7777727,-73.9692761,2019-03-19,"16:33:00","Stationary",1,NA,1,2019,3,19,"Spring","Afternoon"
"Westchester",5,"H",41.1871668,-73.8891219,2019-03-24,"18:42:00","Traveling",120,1.609,2,2019,3,24,"Spring","Evening"
"Nassau",3,"H",40.8336002,-73.4754729,2019-03-24,"18:45:00","Traveling",55,0.805,2,2019,3,24,"Spring","Evening"
"Tompkins",5,"P",42.373052,-76.526369,2019-03-24,"19:56:00","Stationary",5,NA,2,2019,3,24,"Spring","Evening"
"Erie",3,"P",42.610347,-78.999399,2019-03-25,"19:55:00","Traveling",16,0.402,1,2019,3,25,"Spring","Evening"
"Westchester",3,"P",41.1867036,-73.8866297,2019-03-24,"18:55:00","Stationary",60,NA,2,2019,3,24,"Spring","Evening"
"Albany",1,"P",42.627191,-73.799603,2019-03-27,"19:36:00","Stationary",8,NA,2,2019,3,27,"Spring","Evening"
"Tompkins",2,"H",42.4407351,-76.4420986,2019-03-27,"19:48:00","Stationary",15,NA,2,2019,3,27,"Spring","Evening"
"Tompkins",1,"P",42.524407,-76.58535,2019-03-28,"19:14:00","Stationary",3,NA,3,2019,3,28,"Spring","Evening"
"Suffolk",1,"H",40.7709151,-73.1553978,2019-03-29,"08:50:00","Traveling",150,4.828,2,2019,3,29,"Spring","Morning"
"Tompkins",2,"P",42.4276695,-76.3819973,2019-03-29,"19:46:00","Stationary",6,NA,2,2019,3,29,"Spring","Evening"
"Tompkins",4,"H",42.4976053,-76.4600587,2019-03-29,"19:37:00","Traveling",29,0.241,2,2019,3,29,"Spring","Evening"
"Essex",1,"P",43.8203818,-73.4929803,2019-03-29,"19:54:00","Traveling",15,0.161,2,2019,3,29,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-30,"08:39:00","Traveling",251,6.518,6,2019,3,30,"Spring","Morning"
"Westchester",4,"H",41.1871668,-73.8891219,2019-03-30,"19:00:00","Traveling",50,0.483,2,2019,3,30,"Spring","Evening"
"Albany",4,"P",42.739655,-73.811874,2019-03-30,"19:39:00","Stationary",8,NA,2,2019,3,30,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-30,"12:29:00","Traveling",300,3.219,3,2019,3,30,"Spring","Afternoon"
"Suffolk",3,"P",40.948164,-72.285317,2019-03-30,"18:05:00","Traveling",99,1.072,2,2019,3,30,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-31,"08:27:00","Traveling",168,4.828,4,2019,3,31,"Spring","Morning"
"Dutchess",1,"H",42.0303286,-73.9201355,2019-03-30,"07:56:00","Traveling",217,4.828,17,2019,3,30,"Spring","Morning"
"Tompkins",1,"P",42.4276695,-76.3819973,2019-03-31,"19:46:00","Stationary",4,NA,2,2019,3,31,"Spring","Evening"
"Erie",3,"H",42.8462509,-78.8594553,2019-04-01,"19:40:00","Stationary",30,NA,2,2019,4,1,"Spring","Evening"
"Erie",6,"H",42.8339669,-78.8504268,2019-04-01,"20:15:00","Traveling",15,0.805,2,2019,4,1,"Spring","Evening"
"Tompkins",3,"P",42.4276695,-76.3819973,2019-04-01,"19:56:00","Traveling",19,0.431,3,2019,4,1,"Spring","Evening"
"Wayne",1,"P",43.0225569,-77.0604658,2019-04-02,"19:50:00","Stationary",15,NA,2,2019,4,2,"Spring","Evening"
"Suffolk",2,"P",40.938497,-72.905546,2019-04-03,"19:20:00","Traveling",40,0.873,2,2019,4,3,"Spring","Evening"
"Orleans",1,"H",43.3724359,-78.3398795,2019-04-03,"11:08:00","Traveling",64,1.95,2,2019,4,3,"Spring","Morning"
"Monroe",1,"H",43.166406,-77.5367832,2019-04-04,"13:20:00","Traveling",47,1.652,3,2019,4,4,"Spring","Afternoon"
"Essex",1,"P",43.815311,-73.498596,2019-04-04,"20:02:00","Stationary",2,NA,2,2019,4,4,"Spring","Evening"
"Chemung",1,"P",42.2684747,-76.5388437,2019-04-04,"20:00:00","Stationary",8,NA,1,2019,4,4,"Spring","Evening"
"Columbia",2,"H",42.4036111,-73.5694444,2019-04-06,"07:50:00","Traveling",180,1.609,5,2019,4,6,"Spring","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2019-03-20,"07:45:00","Traveling",120,4.828,3,2019,3,20,"Spring","Morning"
"Erie",6,"H",42.8339669,-78.8504268,2019-04-05,"20:20:00","Traveling",26,4.083,2,2019,4,5,"Spring","Evening"
"Essex",5,"P",43.8119861,-73.4951019,2019-04-06,"19:41:00","Traveling",66,1.127,2,2019,4,6,"Spring","Evening"
"St. Lawrence",2,"P",44.5499993,-75.1026798,2019-04-06,"19:55:00","Traveling",10,1.609,2,2019,4,6,"Spring","Evening"
"Albany",1,"P",42.624276,-73.804024,2019-04-07,"19:45:00","Stationary",6,NA,2,2019,4,7,"Spring","Evening"
"Essex",1,"P",43.8203818,-73.4929803,2019-04-07,"19:01:00","Traveling",70,0.195,2,2019,4,7,"Spring","Evening"
"Tompkins",1,"H",42.4796874,-76.4509829,2019-04-07,"13:15:00","Traveling",120,0.402,3,2019,4,7,"Spring","Afternoon"
"Albany",2,"P",42.627191,-73.799603,2019-04-08,"19:57:00","Traveling",20,0.191,2,2019,4,8,"Spring","Evening"
"Tompkins",3,"H",42.3624444,-76.4523017,2019-04-08,"19:55:00","Stationary",5,NA,2,2019,4,8,"Spring","Evening"
"Saratoga",1,"H",42.99361,-73.63889,2019-04-09,"10:09:00","Traveling",129,19.795,2,2019,4,9,"Spring","Morning"
"Saratoga",1,"H",42.99361,-73.63889,2019-04-11,"09:51:00","Traveling",156,19.634,2,2019,4,11,"Spring","Morning"
"Essex",3,"P",43.8203818,-73.4929803,2019-04-11,"19:36:00","Traveling",60,0.644,2,2019,4,11,"Spring","Evening"
"Albany",3,"H",42.6099952,-73.8907678,2019-04-11,"19:34:00","Traveling",35,0.905,8,2019,4,11,"Spring","Evening"
"Monroe",1,"H",43.3201355,-77.7264261,2019-04-12,"18:53:00","Traveling",104,1.738,2,2019,4,12,"Spring","Evening"
"Tompkins",2,"H",42.4959541,-76.4513443,2019-04-10,"19:34:00","Traveling",35,0.322,2,2019,4,10,"Spring","Evening"
"Chemung",4,"P",42.2684747,-76.5388437,2019-04-13,"18:00:00","Traveling",150,2.816,2,2019,4,13,"Spring","Evening"
"Chemung",2,"P",42.2684747,-76.5388437,2019-04-14,"16:30:00","Traveling",120,2.414,2,2019,4,14,"Spring","Afternoon"
"Tioga",2,"P",42.2676194,-76.5370761,2019-04-13,"19:30:00","Stationary",60,NA,1,2019,4,13,"Spring","Evening"
"Nassau",2,"P",40.7762193,-73.6884141,2019-03-12,"09:45:00","Traveling",2,1.609,1,2019,3,12,"Spring","Morning"
"Nassau",5,"P",40.7762193,-73.6884141,2019-03-14,"19:00:00","Traveling",90,1.609,1,2019,3,14,"Spring","Evening"
"Onondaga",10,"H",43.2072726,-76.3241404,2019-04-12,"19:37:00","Traveling",56,1.513,13,2019,4,12,"Spring","Evening"
"Essex",4,"P",43.8119861,-73.4951019,2019-04-17,"20:04:00","Traveling",51,1.127,2,2019,4,17,"Spring","Evening"
"Tompkins",1,"H",42.5329115,-76.3534811,2019-04-18,"19:32:00","Traveling",27,0.75,2,2019,4,18,"Spring","Evening"
"Chemung",2,"P",42.2684747,-76.5388437,2019-04-18,"20:11:00","Stationary",5,NA,1,2019,4,18,"Spring","Evening"
"Essex",3,"P",43.818195,-73.496303,2019-04-19,"20:04:00","Traveling",31,1.361,7,2019,4,19,"Spring","Evening"
"Chemung",1,"P",42.2684747,-76.5388437,2019-04-21,"19:56:00","Stationary",20,NA,2,2019,4,21,"Spring","Evening"
"St. Lawrence",2,"H",44.9672498,-74.8992437,2019-04-21,"19:31:00","Traveling",35,1.287,2,2019,4,21,"Spring","Evening"
"Tompkins",1,"H",42.3101677,-76.5216895,2019-04-21,"10:40:00","Traveling",194,5.957,2,2019,4,21,"Spring","Morning"
"Albany",1,"H",42.7376342,-73.813757,2019-04-24,"09:49:00","Traveling",92,3.058,2,2019,4,24,"Spring","Morning"
"Cayuga",4,"H",42.657479,-76.345811,2019-04-24,"20:24:00","Traveling",75,2.398,3,2019,4,24,"Spring","Evening"
"Chemung",1,"P",42.2684747,-76.5388437,2019-04-26,"19:50:00","Stationary",19,NA,2,2019,4,26,"Spring","Evening"
"Kings",2,"H",40.5923453,-73.8914328,2019-03-23,"19:05:00","Traveling",93,4.265,3,2019,3,23,"Spring","Evening"
"Nassau",1,"P",40.874021,-73.569914,2019-04-08,"18:00:00","Traveling",90,0.805,2,2019,4,8,"Spring","Evening"
"Nassau",4,"H",40.8336002,-73.4754729,2019-04-07,"18:00:00","Traveling",120,1.609,8,2019,4,7,"Spring","Evening"
"Madison",1,"P",43.1049066,-75.7561333,2019-04-28,"20:46:00","Stationary",3,NA,2,2019,4,28,"Spring","Evening"
"Monroe",4,"H",43.3039758,-77.7133369,2019-05-03,"17:58:00","Traveling",189,3.549,15,2019,5,3,"Spring","Evening"
"Tompkins",3,"H",42.4959541,-76.4513443,2019-05-04,"05:06:00","Traveling",1,0.458,2,2019,5,4,"Spring","Morning"
"New York",1,"H",40.7777727,-73.9692761,2019-05-04,"12:24:00","Traveling",89,2.838,2,2019,5,4,"Spring","Afternoon"
"Chemung",1,"P",42.2684747,-76.5388437,2019-05-04,"20:05:00","Stationary",25,NA,2,2019,5,4,"Spring","Evening"
"Orange",1,"H",41.4216515,-74.0352345,2019-05-04,"19:54:00","Traveling",56,2.174,2,2019,5,4,"Spring","Evening"
"New York",1,"H",40.7715482,-73.9724819,2019-05-04,"07:05:00","Traveling",583,4.828,7,2019,5,4,"Spring","Morning"
"New York",1,"H",40.7715482,-73.9724819,2019-05-04,"08:09:00","Traveling",635,14.484,2,2019,5,4,"Spring","Morning"
"Chemung",1,"P",42.2684747,-76.5388437,2019-05-05,"18:15:00","Traveling",120,0.805,2,2019,5,5,"Spring","Evening"
"Monroe",3,"H",43.3201355,-77.7264261,2019-05-05,"20:18:00","Traveling",64,1.473,2,2019,5,5,"Spring","Evening"
"Livingston",1,"P",42.5690115,-77.9462385,2019-05-05,"19:02:00","Traveling",88,0.805,2,2019,5,5,"Spring","Evening"
"Suffolk",2,"H",40.9458512,-72.2865675,2019-05-04,"19:20:00","Traveling",50,1.207,2,2019,5,4,"Spring","Evening"
"Tompkins",2,"H",42.4959541,-76.4513443,2019-05-04,"05:09:00","Stationary",2,NA,2,2019,5,4,"Spring","Morning"
"Seneca",4,"H",42.7288824,-76.9038166,2019-05-06,"20:25:00","Traveling",68,7.314,2,2019,5,6,"Spring","Evening"
"Tompkins",1,"H",42.4370524,-76.3054503,2019-05-08,"19:12:00","Traveling",52,1.143,3,2019,5,8,"Spring","Evening"
"Chemung",1,"P",42.2684747,-76.5388437,2019-05-10,"20:10:00","Stationary",30,NA,2,2019,5,10,"Spring","Evening"
"Sullivan",1,"H",41.5384264,-74.5156422,2019-05-10,"04:00:00","Traveling",390,8.047,4,2019,5,10,"Spring","Night"
"Tompkins",1,"P",42.4625889,-76.4269153,2019-05-11,"20:30:00","Stationary",19,NA,2,2019,5,11,"Spring","Evening"
"Sullivan",1,"H",41.5384264,-74.5156422,2019-05-11,"04:51:00","Traveling",68,3.058,1,2019,5,11,"Spring","Night"
"Sullivan",3,"H",41.5384264,-74.5156422,2019-05-11,"20:11:00","Traveling",41,1.272,1,2019,5,11,"Spring","Evening"
"Sullivan",2,"H",41.5384264,-74.5156422,2019-05-10,"15:00:00","Traveling",340,9.656,4,2019,5,10,"Spring","Afternoon"
"Kings",2,"H",40.5923453,-73.8914328,2019-05-11,"19:32:00","Traveling",73,2.414,6,2019,5,11,"Spring","Evening"
"Sullivan",1,"H",41.5384264,-74.5156422,2019-05-11,"02:20:00","Traveling",549,9.656,6,2019,5,11,"Spring","Night"
"Chemung",1,"P",42.2684747,-76.5388437,2019-05-14,"06:30:00","Traveling",90,1.448,2,2019,5,14,"Spring","Morning"
"New York",1,"H",40.7779667,-73.9697165,2019-05-15,"07:00:00","Traveling",149,3.818,18,2019,5,15,"Spring","Morning"
"Jefferson",1,"P",44.129878,-76.193289,2019-05-11,"04:55:00","Stationary",9,NA,1,2019,5,11,"Spring","Night"
"Jefferson",1,"P",44.122633,-76.272746,2019-05-11,"04:33:00","Traveling",14,1.656,1,2019,5,11,"Spring","Night"
"Tompkins",3,"H",42.5066218,-76.3754458,2019-05-15,"20:30:00","Traveling",28,0.344,6,2019,5,15,"Spring","Evening"
"Queens",1,"H",40.5963256,-73.8252819,2019-05-17,"05:05:00","Traveling",89,0.322,3,2019,5,17,"Spring","Morning"
"Tompkins",3,"H",42.4976053,-76.4600587,2019-05-17,"20:10:00","Traveling",67,0.644,3,2019,5,17,"Spring","Evening"
"Monroe",1,"P",43.1259065,-77.6927657,2019-05-18,"06:33:00","Traveling",140,0.483,2,2019,5,18,"Spring","Morning"
"Monroe",1,"H",43.3191364,-77.7141094,2019-05-17,"07:10:00","Traveling",139,0.483,2,2019,5,17,"Spring","Morning"
"Orange",4,"P",41.3279754,-73.9932654,2019-05-17,"20:10:00","Traveling",30,3.219,3,2019,5,17,"Spring","Evening"
"Rensselaer",1,"H",42.5719192,-73.7397194,2019-05-18,"02:25:00","Stationary",20,NA,2,2019,5,18,"Spring","Night"
"New York",1,"H",40.7715482,-73.9724819,2019-05-18,"14:19:00","Traveling",142,3.867,1,2019,5,18,"Spring","Afternoon"
"Orange",3,"H",41.3384095,-74.0187767,2019-05-17,"20:00:00","Stationary",20,NA,2,2019,5,17,"Spring","Evening"
"Rensselaer",1,"H",42.7529185,-73.56612,2019-05-18,"20:08:00","Stationary",21,NA,2,2019,5,18,"Spring","Evening"
"Sullivan",1,"P",41.5435173,-74.5105755,2019-05-18,"01:13:00","Stationary",14,NA,2,2019,5,18,"Spring","Night"
"Sullivan",1,"H",41.5035155,-74.5550144,2019-05-18,"03:33:00","Traveling",16,1.228,2,2019,5,18,"Spring","Night"
"St. Lawrence",1,"H",44.43347,-75.659865,2019-05-19,"13:00:00","Traveling",210,8.047,2,2019,5,19,"Spring","Afternoon"
"Putnam",1,"H",41.494825,-73.6506721,2019-05-17,"16:00:00","Traveling",60,1.609,2,2019,5,17,"Spring","Afternoon"
"Niagara",2,"H",43.283465,-78.57566,2019-05-19,"04:52:00","Traveling",172,2.414,2,2019,5,19,"Spring","Night"
"Oswego",1,"H",43.5211406,-76.3839446,2019-05-22,"18:30:00","Stationary",25,NA,2,2019,5,22,"Spring","Evening"
"Herkimer",2,"P",43.1857179,-74.8114091,2019-05-22,"09:50:00","Traveling",60,3.058,3,2019,5,22,"Spring","Morning"
"Sullivan",1,"H",41.5384264,-74.5156422,2019-05-24,"20:05:00","Stationary",60,NA,2,2019,5,24,"Spring","Evening"
"Oswego",1,"H",43.2666087,-76.3654238,2019-05-26,"06:30:00","Traveling",120,3.219,2,2019,5,26,"Spring","Morning"
"Jefferson",2,"P",44.0540401,-76.0458342,2019-05-26,"19:46:00","Traveling",100,1.127,9,2019,5,26,"Spring","Evening"
"Essex",3,"P",43.820836,-73.494445,2019-05-29,"20:03:00","Traveling",73,1.127,2,2019,5,29,"Spring","Evening"
"Washington",2,"P",43.597758,-73.358518,2019-05-30,"21:17:00","Stationary",3,NA,1,2019,5,30,"Spring","Night"
"Monroe",3,"H",43.0906572,-77.3780179,2019-06-07,"09:27:00","Traveling",222,4.36,4,2019,6,7,"Summer","Morning"
"Tompkins",1,"H",42.5066218,-76.3754458,2019-06-07,"20:01:00","Traveling",62,1.99,2,2019,6,7,"Summer","Evening"
"Monroe",1,"H",43.2444454,-77.4706893,2019-05-12,"12:41:00","Traveling",142,3.641,2,2019,5,12,"Spring","Afternoon"
"Albany",1,"H",42.6649307,-73.967472,2019-06-09,"06:41:00","Traveling",184,2.897,2,2019,6,9,"Summer","Morning"
"Franklin",1,"P",44.4476403,-74.2566076,2019-06-01,"07:16:00","Traveling",300,10.364,16,2019,6,1,"Summer","Morning"
"Tompkins",2,"H",42.5066218,-76.3754458,2019-06-16,"20:10:00","Traveling",69,2.495,8,2019,6,16,"Summer","Evening"
"Delaware",1,"P",42.142818,-74.8787121,2019-06-15,"07:00:00","Traveling",120,3.219,2,2019,6,15,"Summer","Morning"
"Orange",1,"H",41.1944658,-74.2707502,2019-06-20,"18:51:00","Traveling",86,5.977,2,2019,6,20,"Summer","Evening"
"Kings",2,"H",40.5923453,-73.8914328,2019-06-22,"07:10:00","Traveling",289,6.437,2,2019,6,22,"Summer","Morning"
"Tompkins",2,"P",42.4241108,-76.2962938,2019-06-22,"11:00:00","Traveling",120,6.437,2,2019,6,22,"Summer","Morning"
"Erie",1,"H",42.9656289,-78.6090731,2019-06-23,"07:19:00","Traveling",246,2.736,10,2019,6,23,"Summer","Morning"
"Queens",1,"H",40.6170296,-73.8244561,2019-06-29,"06:05:00","Traveling",62,3.188,1,2019,6,29,"Summer","Morning"
"Hamilton",1,"H",43.7328293,-74.6985878,2019-06-29,"10:50:00","Traveling",140,16.093,2,2019,6,29,"Summer","Morning"
"Sullivan",1,"H",41.5384264,-74.5156422,2019-07-06,"08:46:00","Traveling",180,3.516,3,2019,7,6,"Summer","Morning"
"Essex",1,"P",43.820836,-73.494445,2019-07-17,"20:42:00","Traveling",61,2.413,2,2019,7,17,"Summer","Evening"
"Herkimer",1,"P",43.1308674,-74.797398,2019-05-29,"21:03:00","Traveling",26,0.644,3,2019,5,29,"Spring","Night"
"Tompkins",1,"H",42.4796874,-76.4509829,2019-07-12,"20:45:00","Stationary",1,NA,8,2019,7,12,"Summer","Evening"
"Suffolk",1,"P",40.9037447,-72.7652562,2019-03-05,"12:46:00","Traveling",86,0.161,2,2019,3,5,"Spring","Afternoon"
"Suffolk",4,"H",40.911701,-73.2578964,2019-03-12,"16:58:00","Traveling",153,1.127,2,2019,3,12,"Spring","Afternoon"
"Essex",1,"P",43.940813,-73.98643,2019-08-01,"19:03:00","Traveling",166,2.414,2,2019,8,1,"Summer","Evening"
"Tompkins",1,"P",42.514124,-76.669573,2019-08-19,"20:27:00","Traveling",147,0.951,2,2019,8,19,"Summer","Evening"
"Monroe",1,"H",43.3201355,-77.7264261,2019-05-25,"01:42:00","Stationary",9,NA,2,2019,5,25,"Spring","Night"
"Monroe",2,"H",43.304603,-77.7309322,2019-05-25,"01:25:00","Stationary",3,NA,2,2019,5,25,"Spring","Night"
"Albany",1,"P",42.718959,-73.8636545,2019-08-26,"18:00:00","Stationary",125,NA,13,2019,8,26,"Summer","Evening"
"Albany",1,"P",42.718959,-73.8636545,2019-08-27,"18:00:00","Stationary",125,NA,9,2019,8,27,"Summer","Evening"
"Albany",1,"H",42.7188825,-73.865052,2019-08-29,"18:01:00","Stationary",122,NA,2,2019,8,29,"Summer","Evening"
"Kings",1,"H",40.5923453,-73.8914328,2019-09-01,"06:11:00","Traveling",280,6.437,2,2019,9,1,"Fall","Morning"
"Tompkins",1,"P",42.4625889,-76.4269153,2019-09-08,"17:56:00","Stationary",46,NA,3,2019,9,8,"Fall","Evening"
"Seneca",1,"H",42.9817483,-76.7353284,2019-09-07,"17:09:00","Traveling",117,21.026,5,2019,9,7,"Fall","Evening"
"Chemung",1,"P",42.2684747,-76.5388437,2019-09-26,"06:45:00","Traveling",100,0.563,1,2019,9,26,"Fall","Morning"
"Cayuga",1,"H",42.7154101,-76.7102551,2019-10-05,"08:46:00","Traveling",70,3.138,2,2019,10,5,"Fall","Morning"
"Chautauqua",1,"P",42.082041,-79.2666515,2019-10-12,"14:00:00","Area",225,NA,1,2019,10,12,"Fall","Afternoon"
"St. Lawrence",1,"H",44.3279957,-74.7406206,2019-10-19,"06:38:00","Traveling",8,0.88,2,2019,10,19,"Fall","Morning"
"New York",1,"H",40.7715482,-73.9724819,2019-03-16,"09:40:00","Traveling",135,3.541,1,2019,3,16,"Spring","Morning"
"Richmond",1,"H",40.6203877,-74.1149795,2019-11-02,"14:54:00","Traveling",47,1.51,2,2019,11,2,"Fall","Afternoon"
"Albany",2,"H",42.7184131,-73.8640168,2019-10-30,"18:12:00","Traveling",69,2.913,2,2019,10,30,"Fall","Evening"
"New York",1,"H",40.7536729,-73.9832322,2019-11-05,"12:33:00","Traveling",87,1.609,1,2019,11,5,"Fall","Afternoon"
"Kings",1,"H",40.6523083,-73.9904281,2019-11-08,"11:38:00","Traveling",159,4.393,2,2019,11,8,"Fall","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2019-11-09,"14:09:00","Traveling",86,2.623,2,2019,11,9,"Fall","Afternoon"
